x,y,,,,,left_frame_x,left_frame_y,right_frame_x,right_frame_y
1006.94,1114.57,849.056,1392.71,106.566,69.7132,1006.94,938.287,463.286,938.287
1006.64,1114.33,849.357,1393.21,106.332,69.5608,1006.64,938.439,462.793,938.439
997.243,1104.38,858.757,1408.63,96.3755,63.0471,997.243,944.953,447.375,944.953
997.449,1103.97,858.551,1408.29,95.9736,62.7842,997.449,945.216,447.712,945.216
995.957,1103.17,860.043,1410.73,95.1702,62.2586,995.957,945.741,445.265,945.741
995.809,1102.49,860.191,1410.98,94.4948,61.8168,995.809,946.183,445.022,946.183
995.615,1101.36,860.385,1411.3,93.3584,61.0733,995.615,946.927,444.704,946.927
995.25,1100.02,860.75,1411.9,92.0168,60.1957,995.25,947.804,444.105,947.804
995.51,1098.78,860.49,1411.47,90.7779,59.3853,995.51,948.615,444.532,948.615
995.102,1097.41,860.898,1412.14,89.4055,58.4875,995.102,949.513,443.861,949.513
1005.77,1097.18,850.228,1394.64,89.1841,58.3426,1005.77,949.657,461.364,949.657
1006.69,1096.29,849.315,1393.14,88.2942,57.7604,1006.69,950.24,462.862,950.24
1007.29,1096.09,848.711,1392.15,88.0942,57.6296,1007.29,950.37,463.853,950.37
1008.37,1096.57,847.631,1390.38,88.567,57.9389,1008.37,950.061,465.624,950.061
1009,1096.96,846.997,1389.34,88.9631,58.1981,1009,949.802,466.665,949.802
1009.87,1095.95,846.127,1387.91,87.9506,57.5357,1009.87,950.464,468.091,950.464
1010.02,1093.81,845.982,1387.67,85.8137,56.1377,1010.02,951.862,468.329,951.862
1006.27,1116.42,849.731,1393.82,108.422,70.9279,1006.27,937.072,462.18,937.072
1006.88,1117.49,849.124,1392.83,109.494,71.6292,1006.88,936.371,463.174,936.371
1008.34,1119.39,847.661,1390.43,111.389,72.869,1008.34,935.131,465.575,935.131
1008.5,1118.69,847.501,1390.16,110.686,72.4086,1008.5,935.591,465.838,935.591
1008.29,1120.4,847.709,1390.5,112.402,73.5311,1008.29,934.469,465.496,934.469
1007.98,1120.34,848.016,1391.01,112.344,73.4937,1007.98,934.506,464.992,934.506
1007.96,1122.05,848.043,1391.05,114.047,74.6075,1007.96,933.393,464.949,933.393
1007.68,1125.08,848.324,1391.51,117.081,76.5923,1007.68,931.408,464.488,931.408
1017.83,1125.93,838.165,1374.85,117.934,77.1504,1017.83,930.85,481.151,930.85
1017.89,1125.63,838.106,1374.75,117.634,76.9543,1017.89,931.046,481.249,931.046
1016.68,1125.42,839.321,1376.75,117.418,76.813,1016.68,931.187,479.255,931.187
1016.18,1125.75,839.822,1377.57,117.752,77.0315,1016.18,930.968,478.434,930.968
1016.21,1125.29,839.793,1377.52,117.294,76.7318,1016.21,931.268,478.481,931.268
1016.83,1124.61,839.166,1376.49,116.606,76.2814,1016.83,931.719,479.509,931.719
1013.31,1092.51,842.685,1382.26,84.5053,55.2818,1013.31,952.718,473.736,952.718
1013.49,1091.91,842.515,1381.98,83.913,54.8943,1013.49,953.106,474.016,953.106
1013.95,1091.41,842.051,1381.22,83.415,54.5686,1013.95,953.431,474.778,953.431
1014.49,1091.02,841.508,1380.33,83.0215,54.3111,1014.49,953.689,475.667,953.689
1015.28,1090.48,840.716,1379.03,82.4783,53.9558,1015.28,954.044,476.967,954.044
1016.52,1089.74,839.476,1377,81.743,53.4748,1016.52,954.525,479,954.525
1017.46,1090.5,838.536,1375.46,82.5017,53.9711,1017.46,954.029,480.543,954.029
1029.58,1090.7,826.42,1355.58,82.7018,54.102,1029.58,953.898,500.417,953.898
1030.29,1091.54,825.71,1354.42,83.5378,54.6489,1030.29,953.351,501.581,953.351
1030.25,1092.35,825.754,1354.49,84.3469,55.1782,1030.25,952.822,501.51,952.822
1030.44,1093.45,825.563,1354.18,85.4462,55.8974,1030.44,952.103,501.823,952.103
1031.24,1094.6,824.757,1352.86,86.599,56.6515,1031.24,951.349,503.145,951.349
1031.01,1095.71,824.99,1353.24,87.711,57.379,1031.01,950.621,502.762,950.621
1031.38,1097.25,824.619,1352.63,89.2532,58.3878,1031.38,949.612,503.371,949.612
1031.28,1098.17,824.718,1352.79,90.168,58.9863,1031.28,949.014,503.209,949.014
1020.76,1101.29,835.242,1370.05,93.2853,61.0256,1020.76,946.974,485.945,946.974
1020.39,1101.66,835.612,1370.66,93.6635,61.2729,1020.39,946.727,485.339,946.727
1020.34,1102.58,835.656,1370.73,94.5772,61.8707,1020.34,946.129,485.266,946.129
1020.19,1101.68,835.806,1370.98,93.6828,61.2856,1020.19,946.714,485.021,946.714
1019.95,1102.52,836.046,1371.37,94.5242,61.836,1019.95,946.164,484.627,946.164
1019.73,1101.35,836.274,1371.75,93.3468,61.0658,1019.73,946.934,484.253,946.934
1020.14,1101.98,835.861,1371.07,93.9788,61.4792,1020.14,946.521,484.931,946.521
1027.49,1096.49,828.509,1359.01,88.491,57.8892,1027.49,950.111,496.989,950.111
1027.26,1096.95,828.738,1359.39,88.9508,58.19,1027.26,949.81,496.614,949.81
1027.72,1096.38,828.279,1358.63,88.3765,57.8143,1027.72,950.186,497.367,950.186
1028,1096.04,827.997,1358.17,88.0365,57.5919,1028,950.408,497.83,950.408
1028.25,1095.76,827.754,1357.77,87.7646,57.414,1028.25,950.586,498.229,950.586
1028.5,1096.1,827.504,1357.36,88.0979,57.6321,1028.5,950.368,498.638,950.368
1028.66,1095.99,827.343,1357.1,87.9859,57.5588,1028.66,950.441,498.902,950.441
1028.42,1094.17,827.584,1357.49,86.1689,56.3701,1028.42,951.63,498.507,951.63
1028.78,1094.23,827.219,1356.89,86.2264,56.4077,1028.78,951.592,499.106,951.592
1029.11,1094.08,826.889,1356.35,86.0799,56.3119,1029.11,951.688,499.647,951.688
1029.32,1094.1,826.677,1356.01,86.1019,56.3263,1029.32,951.674,499.995,951.674
1029.59,1093.91,826.407,1355.56,85.9147,56.2039,1029.59,951.796,500.438,951.796
1029.76,1093.97,826.237,1355.28,85.967,56.238,1029.76,951.762,500.716,951.762
1030.06,1093.97,825.939,1354.79,85.9687,56.2392,1030.06,951.761,501.206,951.761
1030.1,1094.05,825.905,1354.74,86.0465,56.29,1030.1,951.71,501.262,951.71
1031.34,1101.63,824.661,1352.7,93.6304,61.2513,1031.34,946.749,503.302,946.749
1031.39,1101.73,824.608,1352.61,93.733,61.3184,1031.39,946.682,503.388,946.682
1031.38,1101.92,824.623,1352.64,93.921,61.4414,1031.38,946.559,503.364,946.559
1031.9,1101.8,824.096,1351.77,93.8014,61.3632,1031.9,946.637,504.229,946.637
1031.89,1101.77,824.107,1351.79,93.7684,61.3416,1031.89,946.658,504.21,946.658
1031.65,1101.46,824.35,1352.19,93.4571,61.1379,1031.65,946.862,503.812,946.862
1031.52,1101.52,824.478,1352.4,93.5205,61.1794,1031.52,946.821,503.602,946.821
1029.32,1102.83,826.684,1356.02,94.8328,62.0379,1029.32,945.962,499.984,945.962
1029.37,1102.46,826.629,1355.93,94.4606,61.7944,1029.37,946.206,500.074,946.206
1029.33,1102.72,826.669,1355.99,94.7233,61.9662,1029.33,946.034,500.009,946.034
1029.44,1102.59,826.557,1355.81,94.5876,61.8775,1029.44,946.123,500.193,946.123
1029.7,1102.6,826.297,1355.38,94.6016,61.8867,1029.7,946.113,500.618,946.113
1029.67,1102.82,826.334,1355.44,94.8166,62.0273,1029.67,945.973,500.558,945.973
1029.61,1102.93,826.394,1355.54,94.9341,62.1042,1029.61,945.896,500.459,945.896
1018.6,1109.7,837.4,1373.59,101.704,66.5331,1018.6,941.467,482.406,941.467
1018.85,1109.83,837.145,1373.18,101.835,66.6184,1018.85,941.382,482.824,941.382
1019.03,1110.34,836.969,1372.89,102.341,66.9497,1019.03,941.05,483.113,941.05
1019.38,1111.08,836.62,1372.32,103.075,67.4299,1019.38,940.57,483.685,940.57
1019.2,1111.29,836.797,1372.6,103.294,67.573,1019.2,940.427,483.396,940.427
1020.24,1112.42,835.763,1370.91,104.415,68.3066,1020.24,939.693,485.091,939.693
1020.65,1112.9,835.346,1370.22,104.901,68.6242,1020.65,939.376,485.775,939.376
1015.99,1113.73,840.011,1377.88,105.732,69.1682,1015.99,938.832,478.123,938.832
1016.41,1114.15,839.585,1377.18,106.15,69.4416,1016.41,938.558,478.821,938.558
1016.67,1114.73,839.327,1376.75,106.726,69.8183,1016.67,938.182,479.245,938.182
1016.88,1115.19,839.116,1376.41,107.185,70.1186,1016.88,937.881,479.591,937.881
1017.26,1115.51,838.74,1375.79,107.509,70.3305,1017.26,937.67,480.208,937.67
1018.26,1115.18,837.736,1374.14,107.18,70.1154,1018.26,937.885,481.855,937.885
1018.38,1115.57,837.622,1373.96,107.571,70.3709,1018.38,937.629,482.042,937.629
1018.41,1115.22,837.589,1373.9,107.221,70.1422,1018.41,937.858,482.096,937.858
1020.08,1100.5,835.919,1371.17,92.5036,60.5141,1020.08,947.486,484.835,947.486
1020.83,1099.94,835.175,1369.94,91.9395,60.1451,1020.83,947.855,486.056,947.855
1021.25,1099.95,834.753,1369.25,91.9465,60.1497,1021.25,947.85,486.747,947.85
1021.43,1100.22,834.565,1368.94,92.2214,60.3296,1021.43,947.67,487.056,947.67
1022.32,1100.13,833.68,1367.49,92.1279,60.2684,1022.32,947.732,488.508,947.732
1022.44,1100.4,833.562,1367.3,92.4038,60.4489,1022.44,947.551,488.702,947.551
1029.5,1098.39,826.501,1355.72,90.3883,59.1304,1029.5,948.87,500.284,948.87
1030.13,1098.57,825.869,1354.68,90.5675,59.2476,1030.13,948.752,501.32,948.752
1030.74,1098.46,825.256,1353.67,90.4582,59.1761,1030.74,948.824,502.325,948.824
1030.93,1098.36,825.073,1353.37,90.3611,59.1126,1030.93,948.887,502.627,948.887
1031.87,1098.53,824.133,1351.83,90.533,59.2251,1031.87,948.775,504.168,948.775
1032.52,1098.03,823.479,1350.76,90.0254,58.893,1032.52,949.107,505.241,949.107
1032.81,1097.73,823.194,1350.29,89.725,58.6965,1032.81,949.304,505.708,949.304
1038.18,1097.77,817.816,1341.47,89.7667,58.7238,1038.18,949.276,514.53,949.276
1038.47,1097.34,817.534,1341.01,89.3422,58.446,1038.47,949.554,514.992,949.554
1038.43,1096.83,817.571,1341.07,88.8293,58.1105,1038.43,949.889,514.932,949.889
1038.71,1096.01,817.288,1340.6,88.0141,57.5772,1038.71,950.423,515.397,950.423
1038.14,1094.71,817.858,1341.54,86.7139,56.7267,1038.14,951.273,514.461,951.273
1037.89,1093.95,818.114,1341.96,85.952,56.2283,1037.89,951.772,514.041,951.772
1037.84,1093.41,818.156,1342.03,85.4138,55.8762,1037.84,952.124,513.973,952.124
1037.61,1092.65,818.395,1342.42,84.6523,55.378,1037.61,952.622,513.581,952.622
1034.87,1097.76,821.135,1346.91,89.7648,58.7225,1034.87,949.277,509.086,949.277
1034.54,1097.81,821.464,1347.45,89.8146,58.7551,1034.54,949.245,508.545,949.245
1034.76,1097.61,821.244,1347.09,89.607,58.6192,1034.76,949.381,508.908,949.381
1034.83,1097.65,821.17,1346.97,89.6523,58.6489,1034.83,949.351,509.029,949.351
1034.53,1098.12,821.473,1347.47,90.1178,58.9534,1034.53,949.047,508.531,949.047
1034.51,1098.41,821.49,1347.5,90.4084,59.1436,1034.51,948.856,508.503,948.856
1034.79,1098.64,821.207,1347.03,90.6359,59.2924,1034.79,948.708,508.967,948.708
1016.08,1095.48,839.92,1377.73,87.4794,57.2274,1016.08,950.773,478.272,950.773
1016.4,1095.37,839.598,1377.2,87.3707,57.1563,1016.4,950.844,478.801,950.844
1016.18,1095.65,839.817,1377.56,87.6501,57.3391,1016.18,950.661,478.441,950.661
1016.08,1096.04,839.924,1377.73,88.0425,57.5958,1016.08,950.404,478.266,950.404
1016.22,1095.55,839.781,1377.5,87.5475,57.272,1016.22,950.728,478.501,950.728
1016.43,1095.52,839.574,1377.16,87.5203,57.2542,1016.43,950.746,478.84,950.746
1016.34,1095.62,839.662,1377.3,87.6234,57.3216,1016.34,950.678,478.696,950.678
1015.76,1101.88,840.242,1378.26,93.8841,61.4173,1015.76,946.583,477.744,946.583
1015.7,1101.71,840.302,1378.35,93.7133,61.3055,1015.7,946.694,477.647,946.694
1015.79,1101.52,840.207,1378.2,93.5202,61.1792,1015.79,946.821,477.801,946.821
1015.24,1101.34,840.756,1379.1,93.3397,61.0611,1015.24,946.939,476.901,946.939
1015.88,1101.3,840.117,1378.05,93.3008,61.0357,1015.88,946.964,477.949,946.964
1016.14,1101.21,839.861,1377.63,93.2102,60.9764,1016.14,947.024,478.369,947.024
1016.36,1101.64,839.638,1377.27,93.6415,61.2585,1016.36,946.741,478.734,946.741
1019.22,1099.01,836.782,1372.58,91.0145,59.5401,1019.22,948.46,483.42,948.46
1019.4,1099.13,836.603,1372.29,91.1287,59.6147,1019.4,948.385,483.713,948.385
1019.73,1099.36,836.266,1371.73,91.3633,59.7682,1019.73,948.232,484.266,948.232
1019.97,1099.8,836.033,1371.35,91.7999,60.0538,1019.97,947.946,484.649,947.946
1019.73,1099.85,836.268,1371.74,91.852,60.0879,1019.73,947.912,484.262,947.912
1019.83,1100.09,836.17,1371.58,92.0916,60.2447,1019.83,947.755,484.424,947.755
1019.95,1100.41,836.054,1371.39,92.4083,60.4519,1019.95,947.548,484.614,947.548
1019.7,1106.77,836.302,1371.79,98.7724,64.6151,1019.7,943.385,484.208,943.385
1019.97,1107.63,836.035,1371.35,99.629,65.1755,1019.97,942.824,484.646,942.824
1020.34,1107.4,835.662,1370.74,99.4023,65.0272,1020.34,942.973,485.257,942.973
1020.19,1107.21,835.806,1370.98,99.2104,64.9017,1020.19,943.098,485.021,943.098
1020.31,1107.47,835.692,1370.79,99.4656,65.0686,1020.31,942.931,485.207,942.931
1020.57,1106.7,835.429,1370.36,98.7035,64.57,1020.57,943.43,485.639,943.43
1021.21,1107.03,834.794,1369.32,99.0251,64.7804,1021.21,943.22,486.681,943.22
1021.6,1106.58,834.403,1368.68,98.5777,64.4878,1021.6,943.512,487.322,943.512
1020.55,1106.33,835.453,1370.4,98.3315,64.3267,1020.55,943.673,485.6,943.673
1020.67,1106.14,835.332,1370.2,98.142,64.2027,1020.67,943.797,485.798,943.797
1020.66,1106.26,835.335,1370.21,98.2638,64.2824,1020.66,943.718,485.793,943.718
1021.03,1106.33,834.975,1369.62,98.3253,64.3226,1021.03,943.677,486.384,943.677
1020.89,1106.43,835.113,1369.84,98.4327,64.3929,1020.89,943.607,486.157,943.607
1020.61,1106.45,835.392,1370.3,98.4541,64.4069,1020.61,943.593,485.701,943.593
1020.59,1106.66,835.413,1370.33,98.6612,64.5424,1020.59,943.458,485.665,943.458
1009.31,1107.16,846.685,1388.82,99.1623,64.8702,1009.31,943.13,467.175,943.13
1009.08,1107.32,846.915,1389.2,99.3242,64.9761,1009.08,943.024,466.798,943.024
1009.07,1107.52,846.935,1389.23,99.5234,65.1064,1009.07,942.894,466.766,942.894
1008.54,1107.49,847.461,1390.1,99.4868,65.0824,1008.54,942.918,465.903,942.918
1008.26,1107.44,847.739,1390.55,99.4442,65.0546,1008.26,942.945,465.448,942.945
1008.18,1107.56,847.817,1390.68,99.5561,65.1278,1008.18,942.872,465.319,942.872
1007.36,1107.07,848.641,1392.03,99.0735,64.8121,1007.36,943.188,463.968,943.188
1017.28,1112.02,838.72,1375.76,104.02,68.048,1017.28,939.952,480.241,939.952
1017.11,1111.58,838.892,1376.04,103.58,67.7603,1017.11,940.24,479.959,940.24
1016.66,1110.9,839.335,1376.77,102.896,67.313,1016.66,940.687,479.232,940.687
1015.96,1109.23,840.045,1377.93,101.235,66.2258,1015.96,941.774,478.068,941.774
1015.8,1108.98,840.196,1378.18,100.981,66.0597,1015.8,941.94,477.82,941.94
1015.46,1108.23,840.541,1378.75,100.229,65.5677,1015.46,942.432,477.255,942.432
1015.4,1107.92,840.601,1378.84,99.917,65.3639,1015.4,942.636,477.156,942.636
1015.02,1107.9,840.981,1379.47,99.9046,65.3558,1015.02,942.644,476.531,942.644
1015,1099.42,841.001,1379.5,91.4155,59.8023,1015,948.198,476.5,948.198
1014.28,1099.5,841.718,1380.68,91.5035,59.86,1014.28,948.14,475.323,948.14
1014.39,1099.83,841.612,1380.5,91.8253,60.0705,1014.39,947.93,475.498,947.93
1013.37,1100.45,842.635,1382.18,92.446,60.4765,1013.37,947.523,473.819,947.523
1013.02,1100.52,842.982,1382.75,92.5233,60.5271,1013.02,947.473,473.249,947.473
1012.53,1101.16,843.472,1383.55,93.1636,60.946,1012.53,947.054,472.446,947.054
1011.79,1101.37,844.207,1384.76,93.3731,61.083,1011.79,946.917,471.24,946.917
1013.99,1102,842.01,1381.16,93.9979,61.4917,1013.99,946.508,474.844,946.508
1013.47,1102.17,842.527,1382,94.1653,61.6012,1013.47,946.399,473.995,946.399
1013.59,1102.27,842.411,1381.81,94.2672,61.6679,1013.59,946.332,474.186,946.332
1013.27,1102.14,842.731,1382.34,94.1422,61.5861,1013.27,946.414,473.662,946.414
1013.07,1101.82,842.931,1382.67,93.8204,61.3756,1013.07,946.624,473.333,946.624
1013.5,1101.73,842.496,1381.95,93.7289,61.3158,1013.5,946.684,474.048,946.684
1013.82,1101.52,842.178,1381.43,93.522,61.1804,1013.82,946.82,474.568,946.82
1019.3,1097.81,836.704,1372.45,89.8106,58.7524,1019.3,949.248,483.549,949.248
1019.89,1097.28,836.113,1371.48,89.2816,58.4064,1019.89,949.594,484.518,949.594
1019.66,1097.62,836.339,1371.85,89.6164,58.6254,1019.66,949.375,484.146,949.375
1019.87,1097.46,836.135,1371.52,89.4597,58.5229,1019.87,949.477,484.482,949.477
1020.39,1097.26,835.606,1370.65,89.2568,58.3902,1020.39,949.61,485.349,949.61
1020.39,1097.48,835.607,1370.65,89.4785,58.5352,1020.39,949.465,485.347,949.465
1020.88,1097.68,835.124,1369.86,89.6829,58.6689,1020.88,949.331,486.14,949.331
1017.08,1098.35,838.921,1376.09,90.3492,59.1048,1017.08,948.895,479.911,948.895
1016.95,1098.77,839.051,1376.3,90.7664,59.3777,1016.95,948.622,479.698,948.622
1017.21,1099.14,838.785,1375.87,91.1365,59.6199,1017.21,948.38,480.134,948.38
1017.31,1099.73,838.69,1375.71,91.7348,60.0113,1017.31,947.989,480.29,947.989
1017.48,1099.99,838.52,1375.43,91.9862,60.1757,1017.48,947.824,480.57,947.824
1017.8,1100.08,838.197,1374.9,92.0844,60.24,1017.8,947.76,481.098,947.76
1017.71,1100.34,838.294,1375.06,92.3437,60.4095,1017.71,947.59,480.94,947.59
1026.35,1099.93,829.645,1360.87,91.9266,60.1367,1026.35,947.863,495.126,947.863
1026.57,1100.12,829.431,1360.52,92.1215,60.2642,1026.57,947.736,495.478,947.736
1026.48,1100.1,829.521,1360.67,92.1011,60.2508,1026.48,947.749,495.33,947.749
1026.62,1099.87,829.378,1360.43,91.8748,60.1028,1026.62,947.897,495.565,947.897
1026.52,1099.57,829.485,1360.61,91.5682,59.9022,1026.52,948.098,495.389,948.098
1026.83,1099.21,829.174,1360.1,91.2084,59.6669,1026.83,948.333,495.899,948.333
1026.73,1098.49,829.268,1360.25,90.493,59.1989,1026.73,948.801,495.745,948.801
1014.43,1093.33,841.57,1380.43,85.3283,55.8202,1014.43,952.18,475.566,952.18
1014.3,1092.62,841.698,1380.64,84.6182,55.3557,1014.3,952.644,475.356,952.644
1014.07,1091.08,841.933,1381.03,83.0801,54.3495,1014.07,953.65,474.97,953.65
1014.24,1090.68,841.756,1380.74,82.6782,54.0866,1014.24,953.913,475.261,953.913
1014.04,1090.37,841.961,1381.07,82.3657,53.8822,1014.04,954.118,474.925,954.118
1014.11,1090.42,841.892,1380.96,82.415,53.9144,1014.11,954.086,475.038,954.086
1013.86,1090.49,842.138,1381.37,82.4876,53.9619,1013.86,954.038,474.635,954.038
1027.62,1099.53,828.378,1358.8,91.5316,59.8783,1027.62,948.122,497.205,948.122
1027.46,1100.32,828.541,1359.06,92.3164,60.3917,1027.46,947.608,496.937,947.608
1027.72,1100.61,828.278,1358.63,92.613,60.5858,1027.72,947.414,497.369,947.414
1027.65,1100.76,828.348,1358.75,92.7568,60.6798,1027.65,947.32,497.253,947.32
1027.49,1101.07,828.507,1359.01,93.0723,60.8862,1027.49,947.114,496.993,947.114
1027.23,1102.05,828.768,1359.43,94.0522,61.5272,1027.23,946.473,496.565,946.473
1027.07,1102.61,828.926,1359.69,94.6138,61.8946,1027.07,946.105,496.305,946.105
1026.9,1103.09,829.098,1359.98,95.0927,62.2079,1026.9,945.792,496.025,945.792
1025.43,1099.46,830.566,1362.38,91.4582,59.8303,1025.43,948.17,493.616,948.17
1025.13,1100.08,830.873,1362.89,92.0812,60.2379,1025.13,947.762,493.112,947.762
1024.84,1099.93,831.16,1363.36,91.9279,60.1376,1024.84,947.862,492.642,947.862
1025.1,1099.71,830.9,1362.93,91.7061,59.9925,1025.1,948.007,493.068,948.007
1024.63,1099.6,831.368,1363.7,91.6009,59.9236,1024.63,948.076,492.3,948.076
1024.8,1099.4,831.197,1363.42,91.3999,59.7921,1024.8,948.208,492.581,948.208
1024.83,1099.08,831.168,1363.37,91.0821,59.5843,1024.83,948.416,492.628,948.416
1025.29,1098.01,830.711,1362.62,90.0136,58.8853,1025.29,949.115,493.378,949.115
1025.26,1097.46,830.743,1362.67,89.4579,58.5217,1025.26,949.478,493.326,949.478
1025.1,1096.91,830.9,1362.93,88.9138,58.1658,1025.1,949.834,493.068,949.834
1025.03,1096.77,830.968,1363.04,88.772,58.073,1025.03,949.927,492.957,949.927
1025.14,1096.63,830.858,1362.86,88.6295,57.9798,1025.14,950.02,493.138,950.02
1024.82,1096.53,831.178,1363.39,88.5284,57.9137,1024.82,950.086,492.612,950.086
1024.5,1096.68,831.5,1363.92,88.6754,58.0098,1024.5,949.99,492.084,949.99
1024.27,1096.77,831.728,1364.29,88.7727,58.0735,1024.27,949.926,491.71,949.926
1025.9,1097.11,830.099,1361.62,89.1141,58.2968,1025.9,949.703,494.382,949.703
1025.49,1097.89,830.508,1362.29,89.8872,58.8026,1025.49,949.197,493.711,949.197
1025.27,1098.22,830.733,1362.66,90.2247,59.0234,1025.27,948.977,493.341,948.977
1023.57,1099.63,832.429,1365.44,91.6333,59.9449,1023.57,948.055,490.559,948.055
1023.7,1099.79,832.295,1365.22,91.7876,60.0458,1023.7,947.954,490.78,947.954
1022.68,1100.02,833.32,1366.9,92.0199,60.1978,1022.68,947.802,489.099,947.802
1024.26,1101.87,831.742,1364.31,93.8739,61.4106,1024.26,946.589,491.687,946.589
1024.33,1101.85,831.667,1364.19,93.8472,61.3931,1024.33,946.607,491.81,946.607
1023.48,1101.36,832.519,1365.59,93.3551,61.0712,1023.48,946.929,490.412,946.929
1023.73,1100.95,832.269,1365.18,92.9466,60.804,1023.73,947.196,490.823,947.196
1024.79,1100,831.215,1363.45,92.0048,60.1879,1024.79,947.812,492.552,947.812
1024.76,1099.59,831.241,1363.49,91.5883,59.9154,1024.76,948.085,492.509,948.085
1024.71,1099.46,831.293,1363.58,91.4574,59.8297,1024.71,948.17,492.423,948.17
1026.17,1099.86,829.831,1361.18,91.8606,60.0935,1026.17,947.906,494.822,947.906
1026.6,1099.37,829.398,1360.47,91.3664,59.7703,1026.6,948.23,495.531,948.23
1026.85,1098.89,829.145,1360.05,90.8868,59.4565,1026.85,948.544,495.946,948.544
1027.57,1097.78,828.426,1358.87,89.7776,58.7309,1027.57,949.269,497.127,949.269
1027.98,1097.61,828.019,1358.21,89.6105,58.6216,1027.98,949.378,497.793,949.378
1028.09,1098.02,827.911,1358.03,90.0215,58.8904,1028.09,949.11,497.971,949.11
1027.83,1098.35,828.173,1358.46,90.3501,59.1054,1027.83,948.895,497.541,948.895
1027.79,1098.31,828.211,1358.52,90.3066,59.0769,1027.79,948.923,497.479,948.923
1021.18,1100.11,834.824,1369.37,92.1144,60.2596,1021.18,947.74,486.632,947.74
1021.22,1100.59,834.776,1369.29,92.5857,60.5679,1021.22,947.432,486.71,947.432
1021.49,1101.59,834.511,1368.85,93.5883,61.2238,1021.49,946.776,487.145,946.776
1021.82,1101.89,834.18,1368.31,93.8912,61.4219,1021.82,946.578,487.687,946.578
1021.57,1102.41,834.426,1368.72,94.4089,61.7606,1021.57,946.239,487.285,946.239
1021.91,1102.67,834.086,1368.16,94.6699,61.9313,1021.91,946.069,487.842,946.069
1022.42,1103.24,833.578,1367.32,95.2395,62.304,1022.42,945.696,488.676,945.696
1018.56,1104.33,837.438,1373.66,96.3251,63.0141,1018.56,944.986,482.343,944.986
1019.01,1104.86,836.994,1372.93,96.8608,63.3646,1019.01,944.635,483.072,944.635
1018.8,1104.78,837.205,1373.27,96.7773,63.31,1018.8,944.69,482.727,944.69
1019.01,1104.84,836.988,1372.92,96.841,63.3516,1019.01,944.648,483.081,944.648
1019.38,1104.84,836.619,1372.31,96.8409,63.3515,1019.38,944.648,483.687,944.648
1019.39,1104.55,836.609,1372.3,96.5459,63.1586,1019.39,944.841,483.704,944.841
1019.4,1104.36,836.602,1372.28,96.3645,63.0399,1019.4,944.96,483.716,944.96
1018.97,1104.46,837.035,1373,96.461,63.103,1018.97,944.897,483.005,944.897
1020.24,1105.08,835.756,1370.9,97.0848,63.5111,1020.24,944.489,485.103,944.489
1020.75,1105.08,835.246,1370.06,97.0817,63.5091,1020.75,944.491,485.939,944.491
1020.27,1105.23,835.732,1370.86,97.2314,63.607,1020.27,944.393,485.142,944.393
1019.98,1105.26,836.025,1371.34,97.2649,63.6289,1019.98,944.371,484.662,944.371
1019.41,1105.49,836.59,1372.26,97.4908,63.7767,1019.41,944.223,483.735,944.223
1019.01,1105.71,836.988,1372.92,97.7146,63.9231,1019.01,944.077,483.081,944.077
1014.89,1108.22,841.113,1379.68,100.221,65.5625,1014.89,942.438,476.315,942.438
1013.7,1108.61,842.3,1381.63,100.607,65.8154,1013.7,942.185,474.368,942.185
1013.52,1108.42,842.479,1381.92,100.422,65.694,1013.52,942.306,474.076,942.306
1013.62,1108.88,842.376,1381.76,100.881,65.9948,1013.62,942.005,474.245,942.005
1012.65,1109.06,843.353,1383.36,101.057,66.11,1012.65,941.89,472.642,941.89
1012.84,1108.42,843.162,1383.04,100.423,65.6951,1012.84,942.305,472.955,942.305
1013.07,1108.29,842.932,1382.67,100.291,65.6085,1013.07,942.391,473.332,942.391
1012.69,1108.39,843.31,1383.29,100.391,65.6737,1012.69,942.326,472.712,942.326
1027.44,1107.21,828.561,1359.09,99.2128,64.9032,1027.44,943.097,496.905,943.097
1027.3,1106.94,828.701,1359.32,98.9384,64.7237,1027.3,943.276,496.676,943.276
1027.3,1106.8,828.702,1359.33,98.7991,64.6326,1027.3,943.367,496.674,943.367
1027.3,1106.52,828.701,1359.32,98.5237,64.4524,1027.3,943.548,496.675,943.548
1027.54,1106.06,828.461,1358.93,98.0614,64.15,1027.54,943.85,497.069,943.85
1027.63,1105.86,828.369,1358.78,97.864,64.0209,1027.63,943.979,497.219,943.979
1027.73,1105.36,828.271,1358.62,97.3559,63.6884,1027.73,944.312,497.381,944.312
1011.55,1105.38,844.447,1385.15,97.3846,63.7073,1011.55,944.293,470.846,944.293
1011.55,1105.02,844.449,1385.16,97.0249,63.4719,1011.55,944.528,470.844,944.528
1011.95,1104.83,844.05,1384.5,96.832,63.3458,1011.95,944.654,471.498,944.654
1012.15,1104.71,843.852,1384.18,96.7143,63.2687,1012.15,944.731,471.823,944.731
1012.68,1104.67,843.325,1383.31,96.6663,63.2373,1012.68,944.763,472.687,944.763
1012.83,1104.88,843.172,1383.06,96.8809,63.3777,1012.83,944.622,472.938,944.622
1012.99,1105.35,843.005,1382.79,97.3518,63.6858,1012.99,944.314,473.212,944.314
1029.55,1108.74,826.452,1355.64,100.744,65.9048,1029.55,942.095,500.364,942.095
